product_code,source_code,product_name,description,unit_measure,category_name,category_sort_order,listino_price,discount_rate,net_price,listino_type,has_listino_override
010413,010413,Limepor COCCIOFORTE,Sistema rinforzo strutturale tricomponente cocciopesto â€“ aggregato avorio,,3. CALCI IDRAULICHE POZZOLANICHE,6,31.25,0.0,31.25,STA,1
010414,010414,Limepor COCCIOFORTE,Limepor COCCIOFORTE â€“ Componente A legante (conf. grande),,3. CALCI IDRAULICHE POZZOLANICHE,6,31.25,0.0,31.25,STA,1
010126,010126,Limepor EDO,"Tonachino protettivo per superfici interne ed esterne granulometria max 0,6 mm",KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.82,0.0,0.82,STA,1
010123,010123,Limepor LGS,"Prodotto da miscolare con inerti per intonaci, massetti, malte da muratura",KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.73,0.0,0.73,STA,1
010531,010531,Limepor MONO,Malta a base calce idraulica naturale per intonaci deumidificanti macroporosi,KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.93,0.0,0.93,STA,1
010395,010395,Limepor PMP,Malta pronta all'uso per intonaci granulometria max 3 mm CE (GP CS IV),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,STA,1
010404,010404,Limepor PMP,Limepor PMP CIVITAS,KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,STA,1
010405,010405,Limepor PMP,Limepor PMP 100 (su ordinazione),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,NOSC,1
010406,010406,Limepor PMP,Limepor PMP 101 (su ordinazione),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,NOSC,1
010407,010407,Limepor PMP,Limepor PMP 102 (su ordinazione),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,NOSC,1
010408,010408,Limepor PMP,Limepor PMP 105 (su ordinazione),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,NOSC,1
010409,010409,Limepor PMP,Limepor PMP 110 (su ordinazione),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,NOSC,1
010411,010411,Limepor PMP,Limepor PMP CIVITAS/F (su ordinazione),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.65,0.0,0.65,NOSC,1
010532,010532,Limepor RZ,Malta a base calce idraulica naturale per rinzaffi desalinizzati,KG,3. CALCI IDRAULICHE POZZOLANICHE,6,1.31,0.0,1.31,STA,1
010135,010135,Limepor SK,Stucco per superfici interne ed esterne,KG,3. CALCI IDRAULICHE POZZOLANICHE,6,0.99,0.0,0.99,STA,1
010533,010533,Limepor TREVI,Malta a base calce idraulica naturale per impermeabilizzazioni superfici esterne (su ordinazione),KG,3. CALCI IDRAULICHE POZZOLANICHE,6,1.59,0.0,1.59,NOSC,1
020061,020061,Kimitech CMP,"Resina epossidica bicomponente per incollaggio e impregnazione sistemi FRP â€“ 5,33 kg",,4. ADESIVI STRUTTURALI,7,33.9,0.0,33.9,STA,1
020062,020062,Kimitech CMP,Resina epossidica bicomponente per incollaggio e impregnazione sistemi FRP â€“ 16 kg,,4. ADESIVI STRUTTURALI,7,33.9,0.0,33.9,STA,1
020035,020035,Kimitech EP-IN,Adesivo epossidico fluido bicomponente per incollaggi strutturali a iniezione â€“ 6 kg,,4. ADESIVI STRUTTURALI,7,33.98,0.0,33.98,STA,1
020037,020037,Kimitech EP-IN,Resina epossidica fluida bicomponente bassa viscositÃ  per incollaggi strutturali â€“ 25 kg (su ordinazione),,4. ADESIVI STRUTTURALI,7,33.98,0.0,33.98,NOSC,1
020040,020040,Kimitech EP-IN,Adesivo epossidico fluido bicomponente per incollaggi strutturali a iniezione â€“ 18 kg,,4. ADESIVI STRUTTURALI,7,33.98,0.0,33.98,STA,1
020024,020024,Kimitech EP-IS,Resina epossidica liquida bicomponente media viscositÃ  per incollaggi strutturali â€“ 6 kg (su ordinazione),,4. ADESIVI STRUTTURALI,7,22.8,0.0,22.8,NOSC,1
020025,020025,Kimitech EP-IS,Resina epossidica liquida bicomponente media viscositÃ  per incollaggi strutturali â€“ 24 kg (su ordinazione),,4. ADESIVI STRUTTURALI,7,22.8,0.0,22.8,NOSC,1
020044,020044,Kimitech EP-TX,Adesivo epossidico tixotropico bicomponente per incollaggi strutturali â€“ 10 kg,,4. ADESIVI STRUTTURALI,7,17.2,0.0,17.2,STA,1
020045,020045,Kimitech EP-TX,Adesivo epossidico tixotropico bicomponente per incollaggi strutturali â€“ 20 kg,,4. ADESIVI STRUTTURALI,7,17.2,0.0,17.2,STA,1
020049,020049,Kimitech EP-TX,Adesivo epossidico bicomponente esente solventi per incollaggi strutturali â€“ 10 kg (su ordinazione),,4. ADESIVI STRUTTURALI,7,17.2,0.0,17.2,NOSC,1
020050,020050,Kimitech EP-TX,Adesivo epossidico bicomponente esente solventi per incollaggi strutturali â€“ 20 kg (su ordinazione),,4. ADESIVI STRUTTURALI,7,17.2,0.0,17.2,NOSC,1
040612,040612,Kimitech EPOXY CTR,Resina epossidica bicomponente in cartuccia CE per ancoraggi strutturali â€“ 585 ml,NR,4. ADESIVI STRUTTURALI,7,38.5,0.0,38.5,STA,1
040511,040511,Kimitech VINYL CTR,Cartuccia resina vinilestere CE/ETA per ancoraggi e incollaggi strutturali â€“ 400 ml,NR,4. ADESIVI STRUTTURALI,7,21.43,0.0,21.43,STA,1
050242,050242,Kimicover 301 NF,Resina poliuretanica bicomponente protettiva/verniciatura â€“ Trasparente,,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050243,050243,Kimicover 301 NF,Resina poliuretanica bicomponente protettiva/verniciatura â€“ Grigio 7035,,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050244,050244,Kimicover 301 NF,Resina poliuretanica bicomponente protettiva/verniciatura â€“ Grigio 7032,,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050245,050245,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A Rosso â€“ 4 kg (su ordinazione),,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
050246,050246,Kimicover 301 NF,Resina poliuretanica bicomponente protettiva/verniciatura â€“ Bianco 9003,,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050247,050247,Kimicover 301 NF,Resina poliuretanica bicomponente protettiva/verniciatura â€“ Neutro,,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050263,050263,Kimicover 301 NF,Kimicover 301 NF â€“ Componente B Catalizzatore 1 kg,KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050266,050266,Kimicover 301 NF,Kimicover 301 NF â€“ Componente B Catalizzatore conf. grande 5 kg,KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050278,050278,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A Neutro conf. grande 20 kg,,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,STA,1
050288,050288,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A Grigio 7035 â€“ 20 kg (su ordinazione),,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
050331,050331,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A Grigio 7032 â€“ 20 kg (su ordinazione),,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
301NF201,301NF201,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A colori RAL Fascia 1 â€“ 20 kg (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
301NF202,301NF202,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A colori RAL Fascia 2 â€“ 20 kg (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
301NF203,301NF203,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A colori RAL Fascia 3 â€“ 20 kg (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
301NF41,301NF41,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A colori RAL Fascia 1 â€“ 4 kg (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
301NF42,301NF42,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A colori RAL Fascia 2 â€“ 4 kg (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
301NF43,301NF43,Kimicover 301 NF,Kimicover 301 NF â€“ Componente A colori RAL Fascia 3 â€“ 4 kg (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,25.58,0.0,25.58,NOSC,1
040093,040093,Kimicover BLINDO,Resina acrilica elastica CE (UNI EN 1504-2) per protezione c.a. â€“ Rosso,KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,STA,1
040095,040095,Kimicover BLINDO,Resina acrilica elastica CE (UNI EN 1504-2) per protezione c.a. â€“ Bianco 9003,KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,STA,1
040103,040103,Kimicover BLINDO,Resina acrilica elastica CE (UNI EN 1504-2) per protezione c.a. â€“ Grigio 7032,KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,STA,1
040158,040158,Kimicover BLINDO,Resina acrilica elastica CE (UNI EN 1504-2) per protezione c.a. â€“ Neutro,KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,STA,1
050254,050254,Kimicover BLINDO,Resina acrilica elastica CE (UNI EN 1504-2) per protezione c.a. â€“ Grigio 7035,KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,STA,1
050255,050255,Kimicover BLINDO,Resina acrilica elastica CE (UNI EN 1504-2) per protezione c.a. â€“ Verde 6011,KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,STA,1
050256,050256,Kimicover BLINDO,Kimicover BLINDO â€“ Grigio 7032 cisterne 1.100 kg (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,NOSC,1
BLI251,BLI251,Kimicover BLINDO,Kimicover BLINDO â€“ Fascia colori RAL 1 (25 kg) (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,NOSC,1
BLI252,BLI252,Kimicover BLINDO,Kimicover BLINDO â€“ Fascia colori RAL 2 (25 kg) (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,NOSC,1
BLI253,BLI253,Kimicover BLINDO,Kimicover BLINDO â€“ Fascia colori RAL 3 (25 kg) (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,NOSC,1
BLI254,BLI254,Kimicover BLINDO,Kimicover BLINDO â€“ Fascia colori RAL 4 (25 kg) (su ordinazione),KG,5. IMPERMEABILIZZANTI,8,7.1,0.0,7.1,NOSC,1
040090,040090,Kimicover FIX,Resina bicomponente esente solventi per consolidare superfici friabili â€“ 6 kg,,5. IMPERMEABILIZZANTI,8,15.98,0.0,15.98,STA,1
040091,040091,Kimicover FIX,Resina bicomponente esente solventi per consolidare superfici friabili â€“ 18 kg,,5. IMPERMEABILIZZANTI,8,15.98,0.0,15.98,STA,1
050170,050170,Kimicover IN,Resina sintetica monocomponente per barraggio chimico contro umiditÃ  di risalita â€“ 5 kg,KG,5. IMPERMEABILIZZANTI,8,10.75,0.0,10.75,STA,1
050175,050175,Kimicover IN,Resina sintetica monocomponente per barraggio chimico contro umiditÃ  di risalita â€“ 25 kg,KG,5. IMPERMEABILIZZANTI,8,10.75,0.0,10.75,STA,1
050006,050006,Kimitech EC,Resina epossidica bicomponente da miscolare con aggregati Kimifill per sistemi epossicementizi,,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,21.75,0.0,21.75,STA,1
040364,040364,Kimitech K40 AP,Kimitech K40 AP a base acqua â€“ Componente A/B Bianco (su ordinazione),,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,17.25,0.0,17.25,NOSC,1
040365,040365,Kimitech K40 AP,Kimitech K40 AP a base solvente â€“ Componente A/B Giallo (su ordinazione),,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,17.25,0.0,17.25,NOSC,1
040371,040371,Kimitech K40 AP,Kimitech K40 AP a base acqua â€“ conf. grande Componente A/B Bianco (su ordinazione),,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,17.25,0.0,17.25,NOSC,1
040261,040261,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Base bianca colorabile conf. grande 20 kg,,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
040263,040263,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Neutro conf. grande 20 kg,,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
050248,050248,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Grigio 7035 4 kg,,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
050249,050249,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Grigio 7035 conf. grande 20 kg (su ordinazione),,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
050250,050250,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Bianco 9010 4 kg,,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
050251,050251,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Bianco 9010 conf. grande 20 kg (su ordinazione),,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
050252,050252,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Base bianca colorabile 4 kg,,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
050253,050253,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B Neutro 4 kg,,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
050264,050264,Kimitech K40 NF,Kimitech K40 NF â€“ Componente A Resina 1 kg,KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
050267,050267,Kimitech K40 NF,Kimitech K40 NF â€“ Componente A Resina conf. grande 5 kg,KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,STA,1
K40NF201,K40NF201,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 1 â€“ 20 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
K40NF202,K40NF202,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 2 â€“ 20 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
K40NF203,K40NF203,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 3 â€“ 20 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
K40NF204,K40NF204,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 4 â€“ 20 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
K40NF41,K40NF41,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 1 â€“ 4 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
K40NF42,K40NF42,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 2 â€“ 4 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
K40NF43,K40NF43,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 3 â€“ 4 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
K40NF44,K40NF44,Kimitech K40 NF,Kimitech K40 NF â€“ Componente B colori RAL Fascia 4 â€“ 4 kg (su ordinazione),KG,6. PAVIMENTI E RIVESTIMENTI IN RESINA,9,18.78,0.0,18.78,NOSC,1
