sheet_name,voce_code,intro_description,component_order,component_type,description,unit_measure,quantity,unit_price,total_price
Rinforzo sistemi compositi,RinStr_vc_24.b.1 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",6,manodopera,Op. Specializzato,h / dmc,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_24.b.1 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",7,lavorazione,3 - Getto epossidico,,,,
Rinforzo sistemi compositi,RinStr_vc_24.b.1 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",8,manodopera,Op. Qualificato,h / dmc,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_24.b.1 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",9,manodopera,Op. Specializzato,h / dmc,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_24.b.1 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",10,materiale,020035 - Kimitech EP-IN inghisaggio,Kg o m / dmc,0.200000,33.980000,6.796000
Rinforzo sistemi compositi,RinStr_vc_24.b.1 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",11,materiale,020035 - Kimitech EP-IN getto epossidico,Kg o m / dmc,0.400000,33.980000,13.592000
Rinforzo sistemi compositi,RinStr_vc_24.b.1 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",12,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.050000,8.000000,0.400000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",1,lavorazione,1 - Realizzazione dei perfori,,,,
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",2,manodopera,Op. Qualificato,h / dmc,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",3,manodopera,Op. Specializzato,h / dmc,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",4,lavorazione,2 - Posa delle barre e inghisaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",5,manodopera,Op. Qualificato,h / dmc,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",6,manodopera,Op. Specializzato,h / dmc,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",7,lavorazione,3 - Getto epossidico,,,,
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",8,manodopera,Op. Qualificato,h / dmc,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",9,manodopera,Op. Specializzato,h / dmc,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",10,materiale,020035 - Kimitech EP-IN inghisaggio,Kg o m / dmc,0.200000,33.980000,6.796000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",11,materiale,020035 - Kimitech EP-IN getto epossidico,Kg o m / dmc,0.400000,33.980000,13.592000
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere",12,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.050000,8.000000,0.400000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,1,lavorazione,1 - Applicazione primo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,2,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,3,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,4,lavorazione,2 - Posa in opera della rete,,,,
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,5,manodopera,Op. Qualificato,h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,6,manodopera,Op. Specializzato,h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,7,lavorazione,3 - Applicazione del secondo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,8,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,9,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,10,materiale,190286 - Kimitech BS ST 200,Kg o m / mq,1.050000,16.410000,17.230500
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,11,materiale,010339 - Basic MALTA M15/F (1 cm),Kg o m / mq,15.000000,0.380000,5.700000
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,12,noli e trasporti,Nolo attrezzature (trapano elettrico e intonacatrice),h / mq,0.500000,8.000000,4.000000
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,1,lavorazione,1 - Applicazione primo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,2,manodopera,Op. Qualificato,h / mq,0.250000,27.080000,6.770000
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,3,manodopera,Op. Specializzato,h / mq,0.250000,29.220000,7.305000
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,4,lavorazione,2 - Posa in opera della rete,,,,
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,5,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,6,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,7,lavorazione,3 - Applicazione del secondo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,8,manodopera,Op. Qualificato,h / mq,0.250000,27.080000,6.770000
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,9,manodopera,Op. Specializzato,h / mq,0.250000,29.220000,7.305000
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,10,noli e trasporti,Nolo attrezzature (trapano elettrico e intonacatrice),h / mq,0.500000,8.000000,4.000000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,1,lavorazione,1 - Applicazione primo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,2,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,3,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,4,lavorazione,2 - Posa in opera della rete,,,,
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,5,manodopera,Op. Qualificato,h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,6,manodopera,Op. Specializzato,h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,7,lavorazione,3 - Applicazione del secondo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,8,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,9,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,10,materiale,190290 - Kimitech BS ST 400,Kg o m / mq,1.050000,25.710000,26.995500
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,11,materiale,010339 - Basic MALTA M15/F (1 cm),Kg o m / mq,15.000000,0.380000,5.700000
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,,12,noli e trasporti,Nolo attrezzature (trapano elettrico e intonacatrice),h / mq,0.500000,8.000000,4.000000
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,1,lavorazione,1 - Applicazione primo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,2,manodopera,Op. Qualificato,h / mq,0.250000,27.080000,6.770000
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,3,manodopera,Op. Specializzato,h / mq,0.250000,29.220000,7.305000
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,4,lavorazione,2 - Posa in opera della rete,,,,
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,5,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,6,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,7,lavorazione,3 - Applicazione del secondo strato di malta,,,,
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,8,manodopera,Op. Qualificato,h / mq,0.250000,27.080000,6.770000
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,9,manodopera,Op. Specializzato,h / mq,0.250000,29.220000,7.305000
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,,10,noli e trasporti,Nolo attrezzature (trapano elettrico e intonacatrice),h / mq,0.500000,8.000000,4.000000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",1,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",2,manodopera,Op. Qualificato (MO1003),h / m,0.180000,27.080000,4.874400
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",3,manodopera,Op. Specializzato (MO1002),h / m,0.180000,29.220000,5.259600
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",4,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",5,manodopera,Op. Qualificato (MO1003),h / m,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",6,manodopera,Op. Specializzato (MO1002),h / m,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",7,lavorazione,3 - Posa lamina,,,,
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",8,manodopera,Op. Qualificato (MO1003),h / m,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",9,manodopera,Op. Specializzato (MO1002),h / m,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",10,materiale,190097 - Kimitech PLATE l = 100,Kg / m,1.000000,55.800000,55.800000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",11,materiale,060005 - Solvente per pulizia attrezzatura,Kg / m,0.050000,14.700000,0.735000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",12,noli e trasporti,Nolo attrezzature elettriche,h / m,0.000000,8.000000,0.000000
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",13,noli e trasporti,"Attrezzatura specifica per applicazione compositi:rullo metallico, guanti in lattice, tuta usa e getta, pennelli per applicazione resina d'impregnazione)",h / m,0.100000,7.000000,0.700000
Rinforzo sistemi compositi,RinStr_vc_22.a - Rinforzo strutturale di travi in legno mediante inserimento di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",1,lavorazione,1 - Esecuzione del taglio e applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_22.a - Rinforzo strutturale di travi in legno mediante inserimento di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale",2,manodopera,Op. Qualificato (MO1003),h / m,0.170000,27.080000,4.603600
