product_code,product_name
040045/B,KIMITECH K40 BIANCO IND. KG 6
040080,KIMITECH K 60 da KG 5
040085,KIMITECH K 60 da KG 25
040086,KIMICOVER K 80 ROSSO Kg.25
040089,KIMICOVER K 80 ROSSO Kg. 1000
040090/A,KIMICOVER FIX RES. da Kg 1.3
040090/B,KIMICOVER FIX IND. da Kg 4.7
040091/A,KIMICOVER FIX RES. da Kg 4
040091/B,KIMICOVER FIX IND. da Kg 14
040092,KIMICOVER BLINDO GRIGIO KG 25
040093,KIMICOVER BLINDO ROSSO KG 25
040095,KIMICOVER BLINDO BIANCO 9003 KG 25
040100,KIMICOVER BLINDO GRIGIO 7044 da 25
040100T,KIMICOVER BLINDO GRIGIO 7044 da 25
040103,KIMICOVER BLINDO GRIGIO 7032 KG 25
040108,KIMICOVER BLINDO RAL 7042 KG 25
040108V,KIMICOVER BLINDO RAL 7042 KG 25
040112,KIMICOVER BLINDO RAL 1015 KG 25
040112V,KIMICOVER BLINDO RAL 1015 KG 25
040155,KIMICOVER BLINDO 1013 KG 25
040156,KIMICOVER JOINT
040157,KIMICOVER JOINT P
040158,KIMICOVER BLINDO NEUTRO KG 25
040159/A,KIMITECH HLA NEUTRO RES. KG 25
040159/B,KIMITECH HLA NEUTRO IND. KG 5
040160/A,KIMITECH HLA NEUTRO RES. KG 5
040162/A,KIMITECH HLA BIANCO 9010 RES. KG 25
040162/B,KIMITECH HLA BIANCO 9010 IND. KG 5
040163/A,KIMITECH HLA GRIGIO RES. KG 25
040163/B,KIMITECH HLA GRIGIO IND. KG 5
040169/A,KIMITECH HLA 7030 RES. KG 25
040171/A,KIMITECH HLA ROSSO RES. KG 5
040173/A,KIMITECH HLA BIANCO 9010 RES KG. 5
040178/A,KIMITECH HLA 7032 RES. KG 5
040188,KIMICOVER BLINDO 1014 KG 25
040193/A,KIMITECH HLA 7001 RES. KG 25
040200/A,KIMITECH HLA RESINA 3020 DA KG 25
040202/A,KIMITECH HLA RESINA 5012 DA KG 25
040202V/A,KIMITECH HLA RESINA 5012 DA KG 25
040204,KIMICOVER BLINDO 5024 KG 25
040204T,KIMICOVER BLINDO 5024 KG 25
040210,KIMITECH B2 da 5 Kg
040211/A,KIMITECH HLA 1001 RES. KG 25
040215,KIMITECH B2 da 25 Kg
040222/A,KIMITECH HLA GRIGIO 7035 RESINA KG 25
040229/A,KIMITECH HLA 1015 RES. KG 25
040229T/A,KIMITECH HLA 1015 RES. KG 25
040231/A,KIMICOVER FIX MV RESINA da Kg 1.3
040231/B,KIMICOVER FIX MV INDURENTE da Kg 4.7
040241/A,KIMITECH HLA GRIGIO 7035 RES. KG 5
040242/A,KIMICOVER FIX MV RESINA da Kg 4
040242/B,KIMICOVER FIX MV INDURENTE da Kg 14
040249,KIMICOVER BLINDO 7016 KG 25
040249V,KIMICOVER BLINDO 7016 KG 25
040261/B,KIMITECH K40 NF BASE B. COL.IND KG 20
040263/B,KIMITECH K40 NF NEUTRO IND. KG 20
040265,KIMICOVER BLINDO RAL 7040 DA KG 25
040265/B,KIMITECH K40 NF RAL 6002 IND KG 4
040265V,KIMICOVER BLINDO RAL 7040 DA KG 25
040267/B,KIMITECH K40 NF RAL 7015 IND KG 4
040270/A,KIMITECH HLA BASE B. COL. RESINA KG. 5
040271/A,KIMITECH HLA BASE B. COL. RESINA KG. 25
040279/A,KIMITECH HLA 1013 RESINA DA KG 5
040288/A,KIMITECH HLA 7047 RESINA DA KG 5
040288T/A,KIMITECH HLA 7047 RESINA DA KG 5
040289,KIMICOVER BLINDO BIANCO 9010 DA KG 25
040289V,KIMICOVER BLINDO BIANCO 9010 DA KG 25
040290V/A,KIMITECH HLA NCS S 2002-Y RES. KG 5
040300,KIMITECH F3 cart. da 380 ml
040302/A,KIMITECH HLA RAL 7045 RES. KG 25
040305,BECCUCCI KIMITECH F3
040309/B,KIMITECH K40 NF 7042 IND KG 4
040312/B,KIMITECH K40 NF IT 37-5 IND KG 4
040328,KIMICOVER BLINDO RAL 7045 KG 25
040332/A,KIMITECH HLA RESINA 5012 DA KG 5
040333/A,KIMITECH HLA RESINA 1021 DA KG 5
040334/B,KIMITECH K40 NF RAL 5012 IND KG 4
040343,KIMICOVER BLINDO 9002 da KG 25
040343T,KIMICOVER BLINDO 9002 da KG 25
040344,KIMICOVER BLINDO 1018 da KG 25
040345/B,KIMITECH K40 NF 1003 IND KG 4
040347/B,KIMITECH K40 NF 7044 IND KG 4
040347V/B,KIMITECH K40 NF 7044 IND KG 4
040351,KIMICOVER BLINDO 5015 da KG 25
040352/B,KIMITECH K40 NF 7040 IND KG 20
040352V/B,KIMITECH K40 NF 7040 IND KG 20
040355/B,KIMITECH K40 NF 7040 IND KG 4
040355V/B,KIMITECH K40 NF 7040 IND KG 4
040356,KIMICOVER BLINDO 5012 da kg 25
040357/B,KIMITECH K40 NF 9001 IND KG 4
040358/B,KIMITECH K40 NF 7043 IND KG 4
040359/B,KIMITECH K40 NF 7032 IND KG 4
040359V/B,KIMITECH K40 NF 7032 IND KG 4
040363,KIMICOVER BLINDO 7035 KG 1100
040364/A,KIMITECH K40 AP BIANCO RES KG 1
040364/B,KIMITECH K40 AP BIANCO IND KG 4
040365/A,KIMITECH K40 AP GIALLO RES KG 5
040365/B,KIMITECH K40 AP GIALLO IND KG 1
040369/B,KIMITECH K40 NF 1015 IND. KG 4
040371/A,KIMITECH K40 AP BIANCO RES KG 5
040371/B,KIMITECH K40 AP BIANCO IND KG 20
040373,KIMICOVER BLINDO 7030 da 25
040373V,KIMICOVER BLINDO 7030 da 25
040374,KIMICOVER BLINDO 7006 da 25
040377/B,KIMITECH K40 NF 1013 IND KG 4
040377V/B,KIMITECH K40 NF 1013 IND KG 4
040378/A,KIMITECH HLA 7000 RES. KG 25
040382/B,KIMITECH K40 NF 7037 IND KG 20
040387/A,KIMICOVER FIX MV 7040 RES da Kg 1.3
040387/B,"KIMICOVER FIX MV 7040 IND da Kg 4,7"
040389/B,KIMITECH K40 NF 7030 IND KG 4
040390/B,KIMITECH K40 NF 9002 IND KG 4
040395,KIMICOVER BLINDO RAL 2002 KG 25
040395T,KIMICOVER BLINDO RAL 2002 KG 25
040401,KIMICOVER BLINDO 1020 KG 25
040401V,KIMICOVER BLINDO 1020 KG 25
040403/B,KIMITECH K40 NF 1015 IND KG 20
040415,KIMICOVER BLINDO 1019 KG 25
040417,KIMITECH K 60 da KG 1000
040422,KIMICOVER BLINDO RAL 1002 KG 25
040422V,KIMICOVER BLINDO RAL 1002 KG 25
040424,KIMICOVER BLINDO RAL 7036 KG 25
040424V,KIMICOVER BLINDO RAL 7036 KG 25
040427V/B,KIMITECH K40 NF RAL 5024 IND KG 20
040430/B,KIMITECH K40 NF 7036 IND KG 4
040436/B,KIMITECH K40 NF 7038 IND KG 20
040443/B,KIMITECH K40 NF IT 168.5 IND KG 4
040449,KIMICOVER BLINDO RAL 7004 KG 25
040450T,KIMICOVER BLINDO RAL 7038 KG 25
040451,KIMICOVER BLINDO RAL 8000 KG 25
040451VAL,KIMICOVER BLINDO RAL 8000 KG 25
040452,***KIMITECH EPOXY CTR*** NON UTILIZZARE
040452N,***KIMITECH EPOXY CTR da 470 ml***
040453,KIMICOVER BLINDO RAL 6019 KG 25
040455,KIMICOVER BLINDO RAL 9002 KG 1100
040457,KIMICOVER BLINDO RAL 9005 KG 25
040459,KIMICOVER BLINDO IT 97-2 KG 25
040466,KIMICOVER BLINDO IT 122.4 KG 25
040468/B,KIMITECH K40 NF RAL 1014 IND. KG 4
040474,KIMICOVER BLINDO RAL 5010 KG 25
040481/B,KIMITECH K40 NF RAL 7044 IND. KG20
040481V/B,KIMITECH K40 NF RAL 7044 IND. KG20
040483/B,KIMITECH K40 NF RAL 7047 IND. KG 4
040486,KIMICOVER BLINDO RAL 9001 da 25
040487/B,KIMITECH K40 NF IT 126.3 IND. KG 4
040490T/B,KIMITECH K40 NF RAL 9003 IND. KG 4
040493V/B,KIMITECH K40 NF RAL 5015 IND. KG 4
040499,KIMICOVER BLINDO GRIGIO 1179 da 25
040502V/A,KIMITECH HLA RAL 7042 RES. KG 25
040507/B,KIMITECH K40 NF RAL 9016 IND KG 4
040507V/B,KIMITECH K40 NF RAL 9016 IND KG 4
040508T,KIMICOVER BLINDO RAL 7039 da 25
040509,CONSOLIDANTE ACRILICO 1 K OPACO DA KG 25
040511,KIMITECH VINYL CTR DA 400ML
040513V,KIMICOVER BLINDO IT 53.1 da 25
040514,KIMICOVER BLINDO RAL 9016 da 25
040521,KIMICOVER BLINDO RAL 9002 da KG 200
040522,KIMICOVER BLINDO RAL 7013 da KG 25
040523,KIMICOVER BLINDO RAL 8019 da KG 5
040525/B,KIMITECH K40 NF RAL 3005 IND KG 4
040526,KIMICOVER BLINDO RAL 7031 da KG 25
040527,KIMICOVER BLINDO RAL 8025 da KG 25
040527/B,KIMITECH K40 NF RAL 9006 IND KG 4
040528/B,KIMITECH K40 NF RAL 1023 IND KG 4
040529V/A,KIMITECH HLA RAL 2001 RES. KG 25
040530/A,KIMITECH HLA RAL 7012 RES. KG 25
040530/B,KIMITECH K40 NF RAL 9010* IND KG 20
040534,KIMICOVER BLINDO RAL 7046 da KG 25
040535/B,KIMITECH K40 NF F.7.31.80 IND KG 4
040537,KIMICOVER BLINDO RAL 7043 da KG 25
040537V,KIMICOVER BLINDO RAL 7043 da KG 25
040538V/B,KIMITECH K40 NF RAL 7012 IND KG 4
040539/B,KIMITECH K40 NF RAL 1021 IND KG 4
040540,KIMICOVER BLINDO IT 147.6 da KG 25
040541/B,KIMITECH K40 NF RAL 7006 IND KG 4
040542V,KIMICOVER BLINDO S 5010-Y50R da KG 25
040543,KIMICOVER BLINDO IT 149.7 da KG 25
040544,KIMICOVER BLINDO RAL 320-2 da KG 25
040544V,KIMICOVER BLINDO RAL 320-2 da KG 25
040545/B,KIMITECH K40 NF RAL 5015 IND KG 20
040545V/B,KIMITECH K40 NF RAL 5015 IND KG 20
040546,KIMICOVER BLINDO IT 93.1 da KG 25
040547,KIMICOVER BLINDO IT 93.2 da KG 25
040548/A,KIMITECH HLA RAL 6013 RES. KG 25
040549/B,KIMITECH K40 NF AZZ.PARMALAT IND KG 4
040550/B,KIMITECH K40 NF IT 60.3 IND KG 4
040551,KIMICOVER BLINDO IT 141.6 da KG 25
040553/B,KIMITECH K40 NF RAL 7006 IND KG 20
040554,KIMICOVER BLINDO NCS S0505-G80Y da KG 25
040555,KIMICOVER BLINDO NCS S0505-G80Y KG 1000
040556,KIMICOVER BLINDO RAL 3011 DA KG 25
040557/B,KIMITECH K40 NF RAL 7047 IND KG 20
040557V/B,KIMITECH K40 NF RAL 7047 IND KG 20
040558,KIMICOVER BLINDO RAL 4010 DA KG 25
040559,KIMICOVER BLINDO MIL 022 DA KG 25
040560/B,KIMITECH K40 NF RAL 3031 IND KG 20
040561V/A,KIMITECH HLA RAL 7012 RES. KG 5
040562,KIMICOVER BLINDO NCS S0505-G80Y KG 650
040563,KIMICOVER BLINDO GRIGIO 7032 KG 800
040564,KIMICOVER BLINDO GRIGIO 7035 KG 800
040566,KIMICOVER BLINDO GRIGIO 7032 KG 900
040567/B,KIMITECH K40 NF NCS S1002-B IND KG 4
040569/A,KIMITECH HLA IT 148-5 +25% RES. KG 5
040570/A,KIMITECH HLA IT 148-5 +25% RES. KG 25
040572/B,KIMITECH K40 NF RAL 1013 IND KG 20
040572V/B,KIMITECH K40 NF RAL 1013 IND KG 20
040574/A,KIMICOVER FIX MV GRIGIO RES da Kg 1.3
040574/B,"KIMICOVER FIX MV GRIGIO IND da Kg 4,7"
040577,KIMICOVER BLINDO RAL 7037 DA KG 25
040577V,KIMICOVER BLINDO RAL 7037 DA KG 25
040578/B,KIMITECH K40 NF RAL 7030 IND KG 20
040578V/B,KIMITECH K40 NF RAL 7030 IND KG 20
040579/B,KIMITECH K40 NF RAL 3002 IND KG 4
040580,KIMICOVER BLINDO RAL 1003 DA KG 25
040581/B,KIMITECH K40 NF IT148.2 IND KG 4
040582/B,KIMITECH K40 NF 9003 OPACO IND KG 4
040583/B,KIMITECH K40 NF ROSSO IND KG 20
040584,KIMICOVER BLINDO RAL 7009* DA KG 25
040587/A,KIMITECH HLA RAL 3011 RES. KG 5
040587T/A,KIMITECH HLA RAL 3011 RES. KG 5
040588,KIMICOVER BLINDO 8149-1 DA KG 25
040589/B,KIMITECH K40 NF 5017 IND KG 4
040590/A,KIMITECH HLA RAL 4002 RES. KG 25
040591/A,KIMITECH HLA RAL 7016 RES. KG 5
040592/B,KIMITECH K40 NF 1002 IND KG 4
040593/B,KIMITECH K40 NF IT 141-1 IND KG 4
040594/B,KIMITECH K40 NF IT 148-1 IND KG 4
040595/B,KIMITECH K40 NF 149-7 IND KG 4
040596/B,KIMITECH K40 NF RAL 7002 IND KG 4
040597/B,KIMITECH K40 NF IT 129-1 IND KG 4
040598/B,KIMITECH K40 NF IT 38-1 IND KG 4
040599/B,KIMITECH K40 NF IT 37-1 IND KG 4
040600/B,KIMITECH K40 NF IT 145-1 IND KG 4
040601/B,KIMITECH K40 NF IT 98-5 IND KG 4
040602/B,KIMITECH K40 NF IT 124-1 IND KG 4
040603/B,KIMITECH K40 NF IT 38-3 IND KG 4
040604/A,KIMITECH HLA RAL 7047 RES. KG 25
040604/B,KIMITECH K40 NF RAL 8001 IND KG 4
040605,KIMICOVER BLINDO RAL 5009 DA KG 25
040605V,KIMICOVER BLINDO RAL 5009 DA KG 25
040606,KIMICOVER BLINDO RAL 7032 CS DA KG 25
040607/A,KIMITECH HLA RAL 7030 RES. KG 5
040608/A,KIMITECH HLA RAL 7036 RES. KG 5
040609,KIMICOVER BLINDO RAL 6018 DA KG 25
040610,KIMICOVER BLINDO RAL 2012 DA KG 25
040611,KIMICOVER BLINDO RAL 6017 DA KG 25
040611V,KIMICOVER BLINDO RAL 6017 DA KG 25
040612,KIMITECH EPOXY CTR da 585 ml
040613,KIMICOVER BLINDO RAL 6021 DA KG 25
040614/A,KIMITECH HLA RAL 7044 RES. KG 5
040615,KIMICOVER BLINDO RAL 7022 DA KG 25
040616,KIMIC. BLINDO NCS S 2005-Y10R DD KG 25
040616V,KIMIC. BLINDO NCS S 2005-Y10R DD KG 25
040617,KIMIC. BLINDO NCS S0804-Y30R KG 25
040618,KIMIC. BLINDO NCS S 0505 Y 10R DA KG 25
040619/B,KIMITECH K40 NF RAL 7005 IND KG 4
040620/A,KIMITECH HLA RAL 7000 RES. KG 25
040621/A,KIMITECH HLA RAL 5002 RES. KG 25
040622,KIMICOVER BLINDO RAL 5005 DA KG 25
040623,KIMICOVER BLINDO RAL 2008 DA KG 25
049000,RACCOGLITORE KIMIA
049001,BROCHURE AZIENDALE
049002,CATALOGO LIMEPOR
049003,PIEGHEVOLE A FINESTRA LIMEPOR
049004,CATALOGO KIMISTONE
049005,PIEGHEVOLE FINESTRA KIMISTONE
049006,CATALOGO KIMICOVER AMIANTO
049007,PIEGHEVOLE FINESTRA KIMICOVER AMIANTO
049008,CATALOGO GENERALE
049010,LISTINO PREZZI
049016,CARTELLE FUSTELLATE
049017,BLOCCO NOTES
049018,BROCHURE AZIENDALE Inglese
049019,CATALOGO LIMEPOR Inglese
049020,PIEG.FINESTRA LIMEPOR Inglese
049021,CATALOGO KIMISTONE Inglese
049022,PIE.FINESTRA KIMISTONE Inglese
049023,CATALOGO KIMICOVER Inglese
049024,SCATOLE PER CAMPIONI LIMEPOR
049025,CATALOGO GENERALE INGLESE
049027,BESSALE TECTORIA
049033,CARTELLE FUSTELLATE TECTORIA
049034,"PIEGHEVOLE FIN. ""SIC NON TRAN"""
049035,BLOCCHI NOTES TECTORIA
049036,PENNE KIMIA
049038,KIT DIAGNOSTICO
049039,PIEGHEVOLI KIMITECH spagnolo
049040,PIEGHEVOLI KIMIA spagnolo
049041,PIEGHEVOLI LIMEPOR spagnolo
049042,PIEGHEVOLI KIMISTONE spagnolo
049043,CATALOGO BETONFIX
049044,CATALOGO KIMITECH
049045,BROCHURE KIMIA spagnolo
049046,CATALOGO LIMEPOR spagnolo
049047,CATALOGO KIMICOVER
049049,PIEG. FINESTRA KIMITECH Inglese
049050,PIEG. FIN. SIC NON TRANS. Inglese
049051,PIEGHEVOLE FIN. KIMITECH
049052,QUAD.TECN.OPERE IN C.A.
049053,QUAD.TECN.CONS.STRUTT.MURARIE
049054,CD COMPLETO KIMIA
049055,CATALOGO KIBITERM
049056,PIEGHEVOLE A FINESTRA KIBITERM
049057,CATALOGO TECTORIA
049058,CAMPIONI BETONFIX GS5
049059,CAMPIONI KIMICOVER JOINT
049060,SCATOLA PER RACCOGLITORI
049061,CATALOGO TECTORIA spagnolo
049062,CATALOGO KIMISTONE  spagnolo
049063,PIEGHEVOLE KIMISTEEL
049064,CATALOGO KIMISTEEL
049065,PIEGHEVOLE TECTORIA PMP
049067,PIEGHEVOLE A FINESTRA BETONFIX
049068,PIEGHEVOLE A FINESTRA KIMICOVER
049069,CATALOGO BETONFIX Spagnolo
049070,CAMPIONI BETONFIX GS UNO
049073,PIEG. BETONFIX IN SPAGNOLO
049074,CATALOGO GENERALE PRODOTTI
049074/ENES,CATALOGO GENERALE PRODOTTI EN/ES
049075,PIEGHEVOLE SETTORE INDUSTRIA
049076,CARTELLE COLORI FUGAFLEX EVO
049077,PORTACAMPIONI KIMIFLOOR
049078,MAZZETTA COLORI KIMIFLOOR
049079/ES,CATALOGO GENERALE SPAGNOLO
049080,PIEGHEVOLE SETTORE RESIDENZIALE
049081,PIEGHEVOLE KIMIFLOOR
049082,PIEGHEVOLE BETONFIX MONOLITE
049083,PIEGHEVOLE SETTORE MONUMENTALE
049084,ROLL-UP
049085,CATALOGO GENERALE RUMENO
049086,TOTEM KIMIA CUBOTTI
049087,DOCUMENTO APPLICATIVO WALLMESH
049088,DOC. APPLICATIVO TECTORIA COCCIOFORTE
049089,CATALOGO IMPERMEABILIZZANTI
049090,KIT ANTICARBONATAZIONE
049091,BROCHURE PROGETTISTI
049092,PRONTUARIO MESSA IN SICUREZZA
049093,CATALOGO INFRASTRUTTURE
049095,PIEGHEVOLE BETONFIX ES/EN
049096,PIEGHEVOLE COMPOSITI ES/EN
049098,PIEGHEVOLE CALCI E PROTETTIVI ES/EN
049099,PIEGHEVOLE A4 FRP
049100,PIEGHEVOLE 4 ANTE RIPRISTINO CLS
049100/ENES,PIEGHEVOLE 4 ANTE RIPRISTINO CLS ENG/ESP
049101,PIEGHEVOLE 4 ANTE RESTAURO
049101/ENES,PIEGHEVOLE 4 ANTE RESTAURO ENG/ESP
049102,PIEGHEVOLE 4 ANTE KIMITECH
049102/ENES,PIEGHEVOLE 4 ANTE KIMITECH ENG/ESP
049103,PIEGHEVOLE 4 ANTE NON STRUTTURALE
049103/ENES,PIEGHEVOLE 4 ANTE NON STRUTTURALE ENG/ES
049104,PIEGHEVOLE A4 ADERFLEX
049105,PIEGHEVOLE A4 ADERFLEX spagnolo
049106,PIEGHEVOLE A4 CRM
049107,PIEGHEVOLE A4 FRCM
049108,PIEGHEVOLE A4 TECTORIA
049109,PIEGHEVOLE A4 LIMEPOR
049110,PIEGHEVOLE A4 KIMITHERM
049111,PIEGHEVOLE A4 IMPERMEABILIZZANTI
049112,SEGNALIBRI IN DUE CAMBIAMENTI
049204,MAZZETTA COLORI KIMIPAINT
049205,CATALOGO GENERALE LAVORAZIONI
049206,BROCHURE EDILIZIA MODERNA
049207,BROCHURE RESTAURO
049208,BROCHURE RINFORZO STRUTTURALE
049209,GYMSAC
049210,QUADERNO BLU KIMIA
049211,CAMPIONE FIERE FRP CA
049212,CAMPIONE FIERE FRP MURATURA
049213,CAMPIONE FIERE BASALTO 200
049214,CAMPIONE FIERE GLV
049215,CAMPIONE FIERE CRM CA
049216,CAMPIONE FIERE LAMINA FRP
049217,CAMPIONE FIERE RIPRISTINO MONOLITE
049218,CAMPIONE FIERE RIPRISTINO FB RS
049219,CAMPIONE FIERE IMPERMEABILIZZANTE GUAINA
049220,CAMPIONE FIERE IMPERMEABILIZZANTE 601P
049221,CAMPIONE FIERE HCR
049222,CAMPIONE FIERE CR
049223,CAMPIONE FIERE COCCIOFORTE AVORIO
049224,CAMPIONE FIERE COCCIOFORTE ROSSO
049225,CAMPIONE FIERE DEUMIDIFICANTE MONO
049226,CAMPIONE FIERE DEUMIDIFICANTE PLURI
049227,CAMPIONE FIERE INTONACI PMP
049228,CAMPIONE FIERE BASALTO 400
049229,CAMPIONE FIERE INOX 800
049230,CAMPIONE FIERE CRM MURATURA
049231,CAMPIONE FIERE RASANTI
049232,ZAINETTO KIMIA
049233,SHOPPER KIMIA ITALIANO
049234,PENNE PRODIR
049235,BROCHURE LINEA 0 CEMENTO
049236,BROCHURE SINTESI 45 SISTEMI 2025
049237,MATITE DA CANTIERE
049238,BLOCCO A5
049239,A-BANCONE CORTO LUNGHEZZA 120 CM
049240,B-BANCONE CORTO LUNGHEZZA 120 CM
049241,C-BANCONE CORTO LUNGHEZZA 120 CM
049242,D-BANCONE CORTO LUNGHEZZA 120 CM
049243,E-BANCONE CORTO LUNGHEZZA 120 CM
049244,F-BANCONE CORTO LUNGHEZZA 120 CM
049245,BANCONE LUNGHEZZA 170 CM
049246,VETRO PER BANCONE
049247,DESK CARTONATO KIMIA H 100 CM
049248,BANCONE DI APPOGGIO CM 105x35 H 100
049249,SHOPPER KIMIA INGLESE
049250,ANGOLARE PER BANCONE
049251,CAMPIONE TECTORIA DEUMIDIFICA+FINITURA
049252,CAMPIONE INTONACI PMP_2
049253,CAMPIONE RASANTI_2
049254,CAMP. CRM TECTORIA M15 RETI SEMIRIGIDE
049255,CAMPIONE CRM BASIC M15 RETI RIGIDE 33
049256,CAMPIONE CRM BASIC M15 RETI RIGIDE 66
049257,CAMPIONE CRM BASIC M15 RETI RIGIDE 99
049258,CAMPIONE INOX 800_2
049259,CAMPIONE FRP_2
049260,CAMPIONE TECTORIA STRUTTURA
049261,CAMPIONE PULITORI/CONSOLIDANTI
049262,PROVINO RIVOTORTO
049263,CAMP. CRM BASIC M15 RETI SEMIRIGIDE
049264,CAMPIONE CRM BASIC M15 RETI SEMIRIGIDE
049265,TAVOLINO LOGO KIMIA
049266,VETRO PER TAVOLINO LOGO KIMIA
049267,CAMP. RIPRISTINI VERT.
049268,CAMP. RINF. SOLAI VERT.
049269,CAMP. RINF. FRP VERT. CAMOR.
049270,CAMP. INTONACI VERT. TECTORIA
049271,CAMP. VERT. COCCIO ROSSO
049272,CAMP. RINF. FRCM VERT. BASALTO
049273,CAMP. RINF. CRM VERT. RETI RIGIDE
049274,CAMP. RINF. FRP VERT. CLS
049275,TOTEM TOUCH MARTINI
049276,DESK RECEPTION BIANCO CON VETRO 2025
049277,FIORIERA BIANCA 2025
049278,PLINTO BIANCO H 90-40 x 40 MDF 2025
049279,LIGHT BOX CON FOTO 2025
049280,LOGO KIMIA IN MDF 2025
049281,LOGO KIMIA IN MDF LUMINOSO 2025
049282,PORTADEPLIANT 2 MT 4 TASCHE
049283,TECA PER PROVINO RIVOTORTO
049284,CAMP. FRP CANNICCIO CM 30x40
049285,CAMP. RASATURA-EDO COLORATI CM 20x40
049286,BROCHURE A5 SOLUZIONI PER IL RESTAURO
049287,BROCHURE A5 IL COLORE PRENDE FORMA IT/EN
049288,BROCHURE A4 STADIO MARMI - FORO ITALICO
049289,BROCHURE A4 SANTA MARIA DELLO SPASIMO
050000,KIMICOVER BLINDO 3022 KG 25
050001,KIMICOVER K 80 BLU Kg.25
050002,KIMICOVER K 80 BLU Kg. 1000
050006/A,"KIMITECH EC PARTE A KG 1,3"
050006/B,"KIMITECH EC PARTE B KG 4,7"
050010,KIMIFLOOR ECO BASE DARK DA KG 25
050011,KIMIFLOOR ECO BASE LIGHT DA KG 25
050015/A,"KIMICOVER 115 GRIGIO RES KG5,5"
050015/B,"KIMICOVER 115 GRIGIO IND KG0,5"
050083,KIMICOVER LASTIC GRIGIO DA KG 25
050084,KIMICOVER LASTIC ROSSO KG 25
050087,KIMICOVER LASTIC BIANCO Kg. 25
050092,KIMICOVER LASTIC GRIGIO KG 5
050093,KIMICOVER LASTIC ROSSO KG 5
050095,KIMICOVER 501 GRIGIO DA KG 5
050105,KIMICOVER 501 ROSSO DA KG 5
050109/A,KIMICOVER 301 NF TRASP.SATINATO RES KG4
050110,KIMICOVER 501 GRIGIO DA KG 25
050112/A,KIMIFLOOR ECO FINITURA PLUS OPACO/A KG 3
050112/B,"KIMI. ECO FINITURA PLUS OPACO/B KG 0,855"
050113/A,KIMIF. ECO FINITURA PLUS SATINATO/A KG 3
050113/B,"KIMIF. ECO FIN. PLUS SATINATO/B KG 0,855"
050115,KIMICOVER 501 ROSSO DA KG 25
050120,KIMICOVER 501 VERDE DA KG 25
050121,KIMIFLOOR ECO FINITURA OPACO DA KG 5
050122,KIMIFLOOR ECO FINITURA SATINATO DA KG 5
050125,KIMICOVER 501 BIANCO DA KG25
050162,KIMISTONE IDROREP/A DA KG 25
050165/A,TECNOSEAL 88 /A GRIGIO Kg 5
050165/B,"TECNOSEAL 88 /B GRIGIO Kg 1,5"
050166/A,TECNOSEAL 88 ROSSO RES. KG 5
050166/B,TECNOSEAL 88 ROSSO IND. KG1.5
050169,KIMICOVER-IN da KG 1000
050170,KIMICOVER IN da KG 5
050174,KIMICOVER BLINDO 7038 KG 25
050175,KIMICOVER IN da KG 25
050183,KIMICOVER BLINDO RAL 1001 KG25
050213,KIMIFLOOR ECO BASE MEDIO DA KG 25
050217,KIMIFLOOR ECO BASE IT 126-3 DA KG 25
050224,KIMIFLOOR ECO BASE IT 124.1 DA KG 25
050238/222.1,KIMIFLOOR ECO BASE 222.1 DA KG 25
050238/4007,KIMIFLOOR ECO BASE RAL 4007 DA KG 25
050238/5002,KIMIFLOOR ECO BASE RAL 5002 DA KG 25
050238/7000,KIMIFLOOR ECO BASE RAL 7000 DA KG 25
050238/7030,KIMIFLOOR ECO BASE RAL 7030 DA KG 25
050238/7035,KIMIFLOOR ECO BASE RAL 7035 DA KG 25
050238/A,KIMICOVER 301 NF 7004 RES KG 20
050238/IT126.3,KIMIFLOOR ECO BASE IT 126.3 DA KG 25
050238/IT126.6,KIMIFLOOR ECO BASE IT 126.6 DA KG 25
050238/IT129.1,KIMIFLOOR ECO BASE IT 129.1 DA KG 25
050238/IT136.2,KIMIFLOOR ECO BASE IT 136.2 DA KG 25
050238/IT138.1,KIMIFLOOR ECO BASE IT 138.1 DA KG 25
050238/IT145.2,KIMIFLOOR ECO BASE IT 145.2 DA KG 25
050238/IT146.2,KIMIFLOOR ECO BASE IT 146.2 DA KG 25
050238/IT147.2,KIMIFLOOR ECO BASE IT 147.2 DA KG 25
050238/IT147.3,KIMIFLOOR ECO BASE IT 147.3 DA KG 25
050238/IT148.3,KIMIFLOOR ECO BASE IT 148.3 DA KG 25
050238/IT148.6,KIMIFLOOR ECO BASE IT 148.6 DA KG 25
050238/IT149.2,KIMIFLOOR ECO BASE IT 149.2 DA KG 25
050238/IT159.2,KIMIFLOOR ECO BASE IT 159.2 DA KG 25
050238/IT34.1,KIMIFLOOR ECO BASE IT 34.1 DA KG 25
050238/IT34.2,KIMIFLOOR ECO BASE IT 34.2 DA KG 25
050238/IT35.2,KIMIFLOOR ECO BASE IT 35.2 DA KG 25
050238/IT37.2,KIMIFLOOR ECO BASE IT 37.2 DA KG 25
050238/IT38.2,KIMIFLOOR ECO BASE IT 38.2 DA KG 25
050238/IT38.4,KIMIFLOOR ECO BASE IT 38.4 DA KG 25
050238/IT38.5,KIMIFLOOR ECO BASE IT 38.5 DA KG 25
050238/IT89.5,KIMIFLOOR ECO BASE IT 89.5 DA KG 25
050238/NCSS1005Y,KIMIFLOOR ECO BASE NCS S 1005Y DA KG 25
