product_code,product_name
050238/S2010Y40R,KIMIFLOOR ECO BASE NCS S2010-Y40 R KG25
050238/S2040Y40R,KIMIFLOOR ECO BASE NCS S2040-Y40 R KG25
050238/S3020Y,KIMIFLOOR ECO BASE NCS S3020-Y DA KG 25
050238T/7030,KIMIFLOOR ECO BASE RAL 7030 DA KG 25
050238T/IT126.6,KIMIFLOOR ECO BASE T IT 126.6 DA KG 25
050238T/IT148.6,KIMIFLOOR ECO BASE T IT 148.6 DA KG 25
050238T/IT99.7,KIMIFLOOR ECO BASE IT 99.7 DA KG 25
050238V/7044,KIMIFLOOR ECO BASE RAL 7044 DA KG 25
050238V/A,KIMICOVER 301 NF 7004 RES KG 20
050239/7024,KIMIFLOOR ECO BASE RAL 7024 DA KG 25
050242/A,KIMICOVER 301 NF TRASP. RES. KG 4
050243/A,KIMICOVER 301 NF GRIGIO 7035 RES. KG 4
050244/A,KIMICOVER 301 NF GRIGIO 7032 RES. KG 4
050245/A,KIMICOVER 301 NF ROSSO RES. KG 4
050246/A,KIMICOVER 301 NF BIANCO 9003 RES. KG 4
050247/A,KIMICOVER 301 NF NEUTRO RES. KG 4
050248/B,KIMITECH K40 NF GRIGIO 7035 IND KG 4
050249/B,KIMITECH K40 NF GRIGIO 7035 IND KG 20
050250/B,KIMITECH K40 NF BIANCO 9010 IND KG 4
050251/B,KIMITECH K40 NF BIANCO 9010 IND KG 20
050252/B,KIMITECH K40 NF BASE B.COL. IND KG 4
050253/B,KIMITECH K40 NF NEUTRO IND KG 4
050254,KIMICOVER BLINDO GRIGIO 7035 KG25
050255,KIMICOVER BLINDO VERDE 6011 KG 25
050255T,KIMICOVER BLINDO VERDE 6011 KG 25
050256,KIMICOVER BLINDO GRIGIO 7032 KG 1100
050258,KIMICOVER BLINDO GRIGIO CS da 25
050258V,KIMICOVER BLINDO GRIGIO CS da 25
050259,KIMICOVER BLINDO 5017 KG 25
050259/A,KIMICOVER 301 NF AZZURRO RES KG 4
050260,KIMICOVER BLINDO 7031 KG 25
050262/B,KIMITECH K40 NF ROSSO IND KG 4
050263,KIMICOVER 301 NF INDURENTE KG 1
050264,KIMITECH K40 NF RESINA KG 1
050265,KIMITECH HLA INDURENTE KG 1
050266,KIMICOVER 301 NF INDURENTE KG 5
050267,KIMITECH K40 NF RESINA KG 5
050268,KIMITECH HLA INDURENTE KG 5
050270/B,KIMITECH K40 NF 5018 IND KG 4
050273/A,KIMICOVER 301 NF 9010 RES. KG 4
050278/A,KIMICOVER 301 NF NEUTRO RES KG 20
050279/A,KIMICOVER 301 NF BIANCO 9003 RES KG 20
050286/A,KIMICOVER 301 NF 5012 RES. KG 20
050287/A,KIMICOVER 301 NF 5012 RES. KG 4
050287V/A,KIMICOVER 301 NF 5012 RES. KG 4
050288/A,KIMICOVER 301 NF GRIGIO 7035 RES. KG 20
050291V/A,KIMICOVER 301 NF 7042 RES KG 20
050293/A,KIMICOVER 301 NF 7038 RES KG 4
050293V/A,KIMICOVER 301 NF 7038 RES KG 4
050296/A,KIMICOVER 301 NF 8004 RES KG 4
050298,KIMICOVER K 80 TRASPARENTE DA KG 25
050301/A,KIMICOVER 301 NF 5015 RES KG 4
050301V/A,KIMICOVER 301 NF 5015 RES KG 4
050302/A,KIMICOVER 301 NF 7040 RES KG 4
050302V/A,KIMICOVER 301 NF 7040 RES KG 4
050306/A,KIMICOVER 301 NF 1014 RES KG 4
050307/A,KIMICOVER 301 NF 1013 RES KG 4
050309/A,KIMICOVER 301 NF 9001 RES KG 4
050312/A,KIMICOVER 301 NF 1003 RES KG 4
050312V/A,KIMICOVER 301 NF 1003 RES KG 4
050316/IT148.4,"KIMIFLOOR ECO BASE IT 148.4 DA KG 7,5"
050316/IT74.5,"KIMIFLOOR ECO BASE IT 74.5 DA KG 7,5"
050316T/6013,"KIMIFLOOR ECO BASE RAL 6013 DA KG 7,5"
050320/A,KIMICOVER 301 NF 7043 OPACO RES KG 4
050325/A,KIMICOVER 301 NF 7044 RES KG 4
050330,KIMICOVER 301 NF 3011 RES KG 4
050331/A,KIMICOVER 301 NF GRIGIO 7032 RES. KG 20
050331V/A,KIMICOVER 301 NF GRIGIO 7032 RES. KG 20
050333/B,KIMITECH K40 NF 7037 IND KG 4
050333V/B,KIMITECH K40 NF 7037 IND KG 4
050334/B,KIMITECH K40 NF 7038 IND KG 4
050334V/B,KIMITECH K40 NF 7038 IND KG 4
050339/A,KIMICOVER 301 NF 5005 RES. KG 4
050341/A,KIMICOVER 301 NF TRASP. OPACO RES KG4
050344/A,KIMICOVER 301 NF 1015 RES KG 4
050345/A,KIMICOVER 301 NF 1013 RES KG 20
050348,KIMICOVER PF DA KG 25
050349,"KIMICOVER 601P DA KG 7,1"
050350,"KIMICOVER 601P DA KG 21,3"
050355,KIMICOVER UNO DA KG 20
050356/A,KIMICOVER DUO PARTE A DA KG 25
050356/B,KIMICOVER DUO PARTE B DA KG 25
050357/B,"KIMICOVER DUO PARTE B DA KG 8,5"
050361/A,KIMICOVER 301 NF 7039 RES KG 4
050366/A,KIMICOVER 301 NF 7001 RES KG 4
050368/A,KIMICOVER 301 NF 1023 RES KG 4
050369/A,KIMICOVER 301 NF 6027 RES KG 4
050372,"KIMICOVER 601P GRIGIO DA KG 7,1"
050374,"KIMICOVER 601P ROSSO DA KG 7,1"
050375,"KIMICOVER 601P ROSSO DA KG 21,3"
050380/A,KIMICOVER 301 NF 6019 RES. KG 4
050382V/A,KIMICOVER 301 NF 5010 RES KG 4
050386/A,KIMICOVER 301 NF 7047 RESINA KG 4
050386V/A,KIMICOVER 301 NF 7047 RESINA KG 4
050391,"OSSIDO PER KIMIC. 601P ROSSO DA KG 7,1"
050392,"OSSIDO PER KIMIC. 601P ROSSO DA KG 21,3"
050393,"OSSIDO PER KIMIC. 601P GRIGIO DA KG 7,1"
050394,"OSSIDO PER KIMIC. 601P GRIGIO DA KG 21,3"
050395/A,KIMICOVER 301 NF RAL 6010 RES KG 4
050416/B,KIMITECH K40 NF 3001 IND KG 4
050417,"KIMICOVER 601P RAL 6005 DA KG 21,3"
050417/B,KIMITECH K40 NF 7000 IND KG 20
050418/B,KIMITECH K40 NF 5019 IND KG 4
050420/B,KIMITECH K40 NF RAL 5005 IND KG 4
050421/B,KIMITECH K40 NF 7005 IND KG 20
050422V/A,KIMICOVER 301 NF RAL 7040 RES.KG 20
050423/A,KIMICOVER 301 NF NEUTRO OPACO RES.KG 4
050425/A,KIMICOVER 301 NF RAL 7042 OPACO RES.KG 4
050430/A,KIMICOVER 301 NF RAL 5024 RES.KG 20
050430V/A,KIMICOVER 301 NF RAL 5024 RES.KG 20
050431/A,KIMICOVER 301 NF RAL 8019 RES.KG 4
050434V/A,KIMICOVER 301 NF RAL 5024 RES.KG 4
050436/A,KIMICOVER BENTONITE PARTE A DA KG 20
050436/B,KIMICOVER BENTONITE PARTE B DA LT 25
050437/A,TECNOSEAL 88/R GRIGIO RES. DA KG 5
050437/B,TECNOSEAL 88/R GRIGIO IND. DA KG 1
050439,KIMICOVER ANTISALE DA KG 25
050441/A,KIMICOVER 301 NF RAL 2001 RES.KG 20
050445/A,KIMICOVER 301 NF RAL 7038 RES. KG 20
050445T/A,KIMICOVER 301 NF RAL 7038 RES. KG 20
050445V/A,KIMICOVER 301 NF RAL 7038 RES. KG 20
050446/A,KIMICOVER 301 NF TRASP.OPACO RES. KG 20
050447,KIMICOVER 701P BIANCO DA KG 25
050447/A,KIMICOVER 301 NF 7000 RES. KG 20
050448,KIMICOVER 701P BIANCO DA KG 7
050449,KIMICOVER 701P GRIGIO DA KG 25
050450,KIMICOVER 701P GRIGIO DA KG 7
050451,KIMICOVER 701P ROSSO MATTONE DA KG 25
050452,KIMICOVER 701P ROSSO MATTONE DA KG 7
050454,KIMICOVER IN/S DA KG 25
050455/A,KIMICOVER 301 NF RAL 7004 RES. KG 4
050456,KIMICOVER 701P RAL 1013 DA KG 25
050458,KIMIFLOOR ECO BASE RAL 6034 DA KG 25
050459,KIMICOVER 701P VERDE DA KG 25
050460/A,KIMICOVER 301 NF RAL 9005 RES.KG 4
050461,"KIMICOVER 601P VERDE DA KG 21,3"
050462/A,KIMICOVER 301 NF NCS S 2002 Y RES.KG 4
050465/A,KIMICOVER 301 NF RAL 1014 SAT. RES.KG 4
050466,KIMICOVER 701P RAL 3022 DA KG 25
050468,SLURRY NEUTRO
050468/A,KIMICOVER 301 NF RAL 8017 RES. KG 4
050472/A/5005,KIMICOVER 401 RAL 5005 RES KG 3
050472/A/5012,KIMICOVER 401 RAL 5012 RES KG 3
050472/A/7032,KIMICOVER 401 RAL 7032 RES KG 3
050472/A/7035,KIMICOVER 401 RAL 7035 RES KG 3
050472/A/7040,KIMICOVER 401 RAL 7040 RES KG 3
050472/A/7047,KIMICOVER 401 RAL 7047 RES KG 3
050472/A/9001,KIMICOVER 401 RAL 9001 RES KG 3
050472/A/9003,KIMICOVER 401 RAL 9003 RES KG 3
050472/A/NEUTRO,KIMICOVER 401 NEUTRO RES KG 3
050472T/A/7035,KIMICOVER 401 RAL 7035 RES KG 3
050473,KIMICOVER 401 INDURENTE KG 1
050474,KIMICOVER 401 INDURENTE KG 5
050475/A/1019,KIMICOVER 401 RAL 1019 KG 15
050475/A/7009,KIMICOVER 401 RAL 7009 KG 15
050475/A/9003,KIMICOVER 401 RAL 9003 KG 15
050476/A,KIMICOVER 301 NF 7023 RES KG 4
050477/A,KIMICOVER 301 NF 3000 RES KG 4
050478/A,KIMICOVER 301 NF 7016 RES KG 4
050479V/A,KIMICOVER 301 NF RAL 5015 RES. KG 20
050480/A,KIMICOVER 301 NF RAL 1019 RES. KG 20
050481,KIMICOVER 701P RAL 1011 DA KG 25
050482/A,KIMICOVER 301 NF 3031 RES KG 4
050483V/A,KIMICOVER 301 NF 7044 RES KG 20
050484,***KIMICOVER K 80 BLU DA Kg. 900***
050485,KIMICOVER 701P 219-3 DA KG 25
050486/A,KIMICOVER 301 NF 3028 RES KG 4
050488/A,KIMICOVER 301 NF RAL 7021 RES KG 4
050489,"OSSIDO KIMIC.601P ROSSO 130 DA KG 21,3"
050490/A,KIMICOVER 301 NF RAL 3009 RES KG 4
050491/A,KIMICOVER 301 NF RAL 3001 RES KG 4
050492,"KIMIFLOOR ECO BASE RAL 6011 DA KG 7,5"
050493,KIMIFLOOR ECO BASE RAL 7004 DA KG 25
050494,"KIMIFLOOR ECO BASE RAL 7004 DA KG 7,5"
050495,KIMIFLOOR ECO BASE RAL 6013 KG 25
050496/A,KIMICOVER 301 NF RAL 6011 RES KG 20
050497/A,KIMICOVER 301 NF RAL 6029 RES KG 4
050498,KIMICOVER 701P RAL 6019 DA KG 7
050499/A,KIMICOVER 301 NF RAL 6028 RES KG 4
050500/A,KIMICOVER 301 NF RAL 5012 RES.KG 4
050501/A,KIMICOVER 301 NF RAL 1037 RES.KG 4
050502,KIMICOVER PFW DA LT 25
050502/A,KIMICOVER 301 NF RAL 7047 RES KG 20
050503,KIMICOVER PFW DA LT 5
050503/A,KIMICOVER 301 NF RAL 8001 RES.KG 4
050504/A,KIMICOVER 301 NF RAL 3013 RES.KG 20
050505,KIMICOVER 801P DA KG 25
050506,KIMICOVER 801P DA KG 7
050507,OSSIDO PER KIMIC. 801P GRIGIO DA KG 7
050508,OSSIDO PER KIMIC. 801P GRIGIO DA KG 25
050509/A,TECNOSEAL 88 GRIGIO RES. KG 15
050509/B,"TECNOSEAL 88 GRIGIO IND. KG 4,5"
050510/A,KIMICOVER 301 NF RAL 1001 RES.KG 4
050511,OSSIDO PER KIMIC. 801P ROSSO DA KG 7
050511/A,KIMICOVER 301 NF RAL 7033 RES.KG 4
050512,OSSIDO PER KIMIC. 801P ROSSO DA KG 25
050513,KIMIFLOOR ECO BASE GF DA KG 20
050514/A,KIMIFL. ECO FINITURA PLUS LUCIDO/A KG 3
050514/B,"KIMI.ECO FINITURA PLUS LUCIDO/B KG 0,855"
050515,KIMICOVER 701P GB DA KG 25
050516,KIMICOVER 601P DA KG 25
053001,"CAMPIONE KIMICOVER BLINDO 7032 DA KG 0,4"
053002,CAMPIONE KIMISTONE IDROREP DA KG 0.5
053003,CAMPIONE KIMISTONE KSF DA KG 0.5
053004,CAMP. KIMISTONE GRAFIX MOVE DA KG 0.5
053005,CAMP KIMIFLOOR ECO BASE LIGHT DA KG 0.9
053006,CAMPIONE KIMIFLOOR ECO BASE DARK KG 0.9
053007,CAMP. KIMIFLOOR ECO FIN. OP DA KG 0.3
053008,CAMP. KIMIFLOOR ECO FIN .SATIN DA KG 0.3
053009,CAMP KIMIFLOOR ECO FIN PLUS OP DA KG 0.3
053010,CAMP KIMIFLOOR ECO FIN PLUS SA DA KG 0.3
053011,"CAMPIONE KIMICOVER BLINDO 7035 DA KG 0,5"
053012,CAMPIONE KIMISTONE C 902 DA KG 0.5
053013,CAMPIONE KIMISTONE C 905 DA KG 0.5
053014,CAMPIONE KIMISTONE C 957 DA KG 0.5
053015,CAMPIONE KIMISTONE C 10.10 DA KG 0.5
053016,CAMPIONE KIMITECH EP-TX DA KG 0.8
053017,CAMPIONE KIMITECH EP-IN DA KG 0.3
053018,CAMPIONE KIMIFLOOR VETRO DA KG 0.3
053019,CAMPIONE KIMITECH TX-311 DA KG 0.8
053020,"CAMPIONE KIMICOVER FIX DA KG 0,3"
053021,CAMPIONE KIMITECH WALLMESH MR
053022,CAMPIONE KIMITECH WALLMESH HR
053023,CAMPIONE KIMITECH CB 320
053024,CAMPIONE KIMITECH CB 1200
053025,CAMPIONE KIMITECH CB ST 300
053026,CAMPIONE KIMITECH K40 NF 7035 KG 0.375
053027,CAMPIONE TECTORIA PMP COCCIOPESTO KG 1.5
053028,CAMPIONE TECTORIA PMP 100 KG 1.5
053029,CAMPIONE TECTORIA PMP 101 KG 1.5
053030,CAMPIONE TECTORIA PMP 102 KG 1.5
053031,CAMPIONE TECTORIA PMP 105 KG 1.5
053032,CAMPIONE TECTORIA PMP 110 KG 1.5
053033,CAMPIONE TECTORA PMP 120 KG 1.5
053034,CAMPIONE TECTORIA PMP 140 KG 1.5
053035,CAMPIONE KIMITECH HLA BIANCO 9010 KG 0.6
053036,CAMPIONE KIMITECH HLA RAL 5012 KG 0.6
053037,CAMPIONE KIMITECH EP-IN/CMP DA KG 0.3
053038,CAMPIONE KIMISTONE K55 DA KG 0.5
053039,"CAMPIONE KIMICOVER 501 GRIGIO DA KG 0,5"
053040,CAMPIONE BETONFIX GS5 DA KG 2.7
053041,CAMPIONE KIMICOVER JOINT
053042,CAMPIONE KIMITECH 120
053043,CAMPIONE KIMITECH TNT
053044,CAMPIONE KIMITECH 350
053045,CAMPIONE KIMIFILL K12 DA KG. 0.6
053046,CAMPIONE KIMIFILL K14 DA KG. 1
053047,CAMPIONE KIMICOVER LASTIC GRIGIO KG 0.5
053048,CAMPIONE KIMICOVER GUAINA A+B DA KG 1
053049,"CAMPIONE KIMICOVER FIX MV DA KG 0,3"
053050,"CAMPIONE KIMICOVER 301 RAL 7032 KG 0,5"
053051,CAMPIONE KIMITECH EC KG 0.3
053052,CAMPIONE KIMISTONE ANTISMOG DA KG 0.5
053053,CAMPIONE KIMISTONE BIOCIDA DA KG 0.5
053054,CAMPIONE KIMISTONE K10 DA KG 0.5
053055,CAMPIONE KIMITECH EP-IN/50 DA KG 0.3
053056,"CAMPIONE SOLUZIONE P DA KG 0,5"
053057,"CAMPIONE KIMITECH K60 DA KG 0,5"
053058,CAMPIONE KIMISTONE GRAFIX MOOVE S KG 0.5
053059,CAMPIONE LIMEPOR EDO 0.3 DA KG 25
053060,CAMPIONE KIMITECH B2 DA KG 0.5
053061,CAMPIONE KIMISTONE DEFENDER KG 0.5
053062,"CAMPIONE KIMICOVER 301 NF TRASP KG 0,375"
053063,"CAMPIONE KIMITECH HLA RAL 7035 KG 0,6"
053064,CAMP KIMIFLOOR ECO BASE 124-1 DA KG 0.9
053065,CAMP KIMIFLOOR ECO BASE 124-4 DA KG 0.9
053066,CAMP KIMIFLOOR ECO BASE 149-1 DA KG 0.9
053067,CAMP KIMIFLOOR ECO BASE 149-2 DA KG 0.9
053068,"CAMPIONE KIMICOVER 501 BIANCO DA KG 0,5"
053069,"CAMPIONE KIMICOVER BLINDO 9003KG 0,5"
053070,CAMPIONE KIMICOVER BLINDO NEUTRO KG 0.5
053071,CAMP KIMIFLOOR ECO BASE 149-6 DA KG 0.9
053072,"CAMPIONE KIMICOVER 301 NF ROSSO KG 0,375"
053073,CAMPIONE KIMITECH HLA BIANCO 9010 KG 3
053074,"CAMPIONE KIMICOVER 301 NF AZZURRO KG 0,3"
053075,CAMPIONE KIMISTEEL INOX 2200
053076,CAMPIONE KIMITECH HLA NEUTRO KG 0.6
053077,CAMPIONE KIMISTEEL 1500
053078,CAMPIONE KIMITECH ST 160 R
053079,CAMP. TECTORIA PMP TEST 1 RIF 2045
053080,CAMP. TECTORIA PMP TEST 2 RIF 2015
053081,CAMP. TECTORA PMP TEST 3 RIF 2017
053082,CAMP. KIMICOVER 301 NF GR.7032 KG 0.375
053083,CAMP. KIMICOVER 301 NF NEUTRO KG 0.375
053084,CAMP. KIMITECH K40 NF BASE B. KG 0.375
053085,CAMP. KIMITECH K40 NF NEUTRO KG. 0.375
053086,CAMP. KIMITECH K40 NF RAL 1023 KG 0.375
053087,CAMP. KIMITECH K40 NF RAL 1017 KG 0.375
053088,CAMPIONE KIMISTEEL CONNECT
053089,CAMPIONE KIMISTEEL CONNECT RP
053090,CAMPIONE KIMICOVER GUAINA APPLICATI
053091,CAMPIONE KIMITECH 550
053092,CAMP. TECTORIA PMP TEST 7 RIF 2026  KG 5
053093,CAMP. TECTORA PMP RIF 2072 DA KG 5
053094,"CAMPIONE KIMICOVER BLINDO 5012 DA KG 0,5"
053095,CAMPIONE TECTORIA PMP 105*1 KG 1.5
053096,CAMPIONE PROOFING 31 DA KG 0.5
053097,CAMPIONE KIMITECH EP-IS DA KG 0.3
053098,CAMP. FUGAFLEX 04 EVO GR BASALTO KG 0.5
053099,CAMPIONE KIMITECH ELASTOFIX DA KG  0.5
053100,CAMPIONE KIMICOVER 501 VERDE DA KG 0.5
053101,CAMPIONE KIMICOVER 115 GRIGIO DA KG 0.3
053102,CAMPIONE BETONFIX KIMIFER DA KG 1
053103,PEN-DRIVE
053104,CAMPIONE KIMITECH VR LP 300
053105,CAMPIONE KIMITECH 500
053106,CAMPIONE KIMITECH VR 300
053107,CAMPIONE KIMITECH LP 800
053108,CAMPIONE KIMITECH S 100
053109,CAMPIONE KIMITECH FIOCCO CB 12
053110,CAMPIONE KIMITECH FIOCCO VR 12
053112,CAMPIONE KIMITECH TONDO CB 10
053113,CAMPIONE KIMITECH TONDO VR 10
053114,CAMPIONE KIMITECH TONDO AR 10
053115,CAMPIONE KIMITECH PLATE 50X1.4
053116,CAMP. KIMIFLOOR ECO BASE DARK DA KG 10
053117,CAMP. KIMITECH K40 NF IT 94/3 KG 0.375
053118,CAMP. KIMITECH K40 NF IT 94/4 KG 0.375
053119,CAMP. KIMITECH K40 NF IT 40-1 KG 0.375
053120,CAMP. KIMITECH K40 NF IT 39-1 KG 0.375
053121,RACCOGLITORE PORTA CAMPIONI
053122,MAZZETTA COLORI RAL
053124,BARATTOLO PLASTICA VUOTO PICCOLO
053125,CAMP. KIMITECH K40 NF RAL 9010 KG 0.375
053126,CAMP. KIMIC. 301 NF BIANCO 9003 KG 0.375
053127,CAMPIONE KIMITECH TX 311 TEST 1 DA KG 2
053128,CAMPIONE KIMITECH TX 311 TEST 2 DA KG 2
053130,CAMPIONE KIMICOVER BLINDO ROSSO KG 0.4
053131,CAMPIONE KIMICOVER 301 7038 KG 0.375
053132,CAMPIONE KIMICOVER 301 7035 KG 0.375
053133,CAMPIONE KIMICOVER BLINDO 6011 KG 0.4
053134,CAMPIONE KIMICOVER BLINDO VERDE  KG 0.4
053135,CAMPIONE TECNOSEAL 88 KG 0.3
053136,CAMP. KIMITECH K40 NF ROSSO KG 0.375
053137,CAMP. KIMITECH K40 AZZURRO KG 0.375
053139,CAMP KIMIFLOOR ECO BASE it 129-1 KG 0.9
053140,CAMP KIMIFLOOR ECO BASE IT 128-1 KG 0.9
053141,CAMP SOLVENTE EPOX DA KG 0.5
053142,CAMPIONE KIMICOVER BLINDO GRIGIO KG 0.5
053144,CAMP KIMIFLOOR ECO BASE IT 124-5 KG 0.9
053145,CAMP KIMIFLOOR ECO BASE IT 125-1 KG 0.9
053146,CAMP KIMIFLOOR ECO BASE IT 125-2 KG 0.9
053147,CAMP KIMIFLOOR ECO BASE IT 148-2 KG 0.9
053148,CAMP KIMIFLOOR ECO BASE IT 163-5 KG 0.9
053149,CAMP KIMIFLOOR ECO BASE IT 163-6 KG 0.9
053150,CAMP KIMIFLOOR ECO BASE IT 76-1 KG 0.9
053151,CAMP KIMIFLOOR ECO BASE IT 76-4 KG 0.9
053152,CAMP KIMIFLOOR ECO BASE IT 124-2 KG 0.9
053153,CAMPIONE KIMICOVER BLINDO ROSSO KG 5
053154,CAMP. KIMICOVER 301 NF GR.7035 KG 0.375
053155,CAMP. KIMICOVER BLINDO GR 7032 KG 0.5
053156,CAMP. KIMICOVER BLINDO GR 7044 KG 0.5
053157,CAMP. KIMICOVER BLINDO GR 7035 KG 0.5
053158,"CAMPIONE KIMICOVER 501 7044 DA KG 0,5"
053159,"CAMPIONE KIMICOVER 501 7032 DA KG 0,5"
053160,"CAMPIONE KIMICOVER 501 1013 DA KG 0,5"
053161,CAMP KIMIFLOOR ECO BASE IT 110-3 KG 1
053162,CAMP KIMIFLOOR ECO BASE IT 169-1 KG 1
053163,CAMP KIMIFLOOR ECO BASE IT 138-1 KG 1
053164,CAMP KIMIFLOOR ECO BASE IT 149-7 KG 1
053165,CAMP KIMIFLOOR ECO BASE IT 141-5 KG 1
053166,CAMP KIMIFLOOR ECO BASE IT 149-5 KG 1
053167,"CAMP KIMITECH HLA IT 150-1 DA KG 0,6"
053168,CAMPIONE TECTORIA PMP 105/F KG 1.5
053169,CAMPIONE TECTORIA PMP 105 T1 KG 1.5
053170,CAMP KIMITECH K40 NF BIANCO 9010 KG0.375
053171,CAMP. KIMICOVER 301 NF 6005 KG 1.25
053172,CAMP. KIMICOVER 301 NF 3011 KG 1.25
053173,CAMP. KIMICOVER 301 NF 5012 KG 1.25
053174,CAMP. KIMICOVER 301 NF 7042 KG 1.25
053175,CAMP KIMIFLOOR ECO BASE 6005 KG 0.7
053176,CAMP KIMIFLOOR ECO BASE 3011 KG 0.7
053177,CAMP KIMIFLOOR ECO BASE 5012 KG 0.7
053178,CAMP KIMIFLOOR ECO BASE 7042 KG 0.7
053179,CAMPIONE KIMITECH HLA RAL 1013 KG 1.2
053180,CAMPIONE KIMITECH HLA RAL 1019 KG 1.2
053181,CAMPIONE KIMITECH HLA RAL 3003 KG 1.2
053182,CAMPIONE KIMICOVER 301 7037 KG 0.375
053183,CAMPIONE KIMICOVER 301 9001 KG 0.375
053184,CAMP KIMITECH K40 NF 9001 KG0.375
053185,CAMP KIMITECH K40 NF 7037 KG0.375
053186,CAMP KIMITECH K40 NF 7038 KG0.375
053187,CAMP KIMIFLOOR ECO BASE RAL 9001 KG 1
053188,CAMP KIMIFLOOR ECO BASE RAL 7037 KG 1
053189,CAMP KIMIFLOOR ECO BASE RAL 7038 KG 1
053190,CAMPIONE KIMITECH TONDO VR 12 DA CM 0.5
053191,CAMPIONE KIMICOVER PF DA KG 5
053192,CAMPIONE FLUIMAX 2HS DA KG 0.5
053193,CAMPIONE TECTORIA PMP CIVITAS RV KG 3
053194,CAMPIONE KIMICOVER FIX MV GRIGIO KG 0.3
053195,CAMPIONE KIMISTONE IBASIL DA KG 0.5
053197,CAMPIONE KIMITECH HLA ROSSO KG 0.6
053198,CAMP. KIMIC. 301 NF 9010 KG 0.375
053199,CAMP. KIMIC. 301 NF TRASP OPACO KG 0.375
053200,CAMPIONE KIMICOVER PF DA KG 5
053201,CAMP. KIMICOVER 301 NF GR.5007 KG 0.375
053202,CAMP. KIMICOVER 301 NF VERDE KG 0.375
053204,CAMPIONE KIMITECH CB 620
053205,CAMP. KIMICOVER DUO DA KG 2.7
053207,CAMPIONE KIMITECH FMR
053208,CAMP. KIMICOVER 601P KG 0.5
053209,CAMP KIMIFLOOR ECO BASE IT 146-1 KG 0.9
053210,CAMPIONE BETONFIX 300 102 DA KG 5
053211,CAMPIONE BETONFIX 300 IT 88-5 DA KG 5
053212,CAMPIONE BETONFIX 300 IT 88-6 DA KG 5
053213,CAMP. KIMICOVER K 80 DA KG 0.5
053214,CAMP. BETONFIX FONDO DA KG 5
053215,"CAMP. KIMITECH ACR DA KG 0,5"
053216,CAMPIONE KIMISTONE KSE DA KG 0.5
053217,CAMP TECTORIA PMP CIVITAS/F KG 3
053218,CAMPIONE LIMEPOR MT/F DA KG 3
053219,CAMPIONE KIMISTEEL LM KG 25
053220,CAMP KIMITECH K40 AP BIANCO KG0.375
053221,CAMP. KIMICOVER 301 NF 3020 KG 0.375
053222,CAMP. KIMICOVER 301 NF 2005 KG 0.375
053223,CAMPIONE BETONFIX 300 RM DA KG 1
053224,CAMPIONE TEST TRAZIONE KIMITECH CB 320
053225,CAMP. KIMICOVER BLINDO RAL 1019 KG 0.5
053226,CAMP. KIMICOVER BLINDO RAL 1015 KG 0.5
053227,CAMPIONE KIMISTEEL INOX X-BAR da 10 mm
053228,CAMPIONE KIMISTEEL INOX X-BAR da 8 mm
053229,CAMP KIMIFLOOR RC/A
053230,CAMP KIMIFLOOR RC/B
053231,CAMP KIMIFLOOR XF/A+B
053232,CAMPIONE KIMIFILL BZ 0.3-0.7 DA KG. 2
053233,CAMPIONE KIMIFILL 1/F DA KG. 2
053234,CAMP KIMIFLOOR ECO BASE IT 148-3 KG 0.9
053235,CAMPIONE KIMIFILL MP DA KG. 2
053236,CAMP. KIMICOVER 601P APPLICATO
053237,CAMP. KIMICOVER UNO APPLICATO
053238,CAMPIONE KIMITECH CB MTX 380
053239,CAMP KIMITECH K40 NF 7036 KG0.375
053240,CAMP. KIMICOVER 301 NF 7036 OP KG 0.375
053241,CAMPIONE KIMITECH HLA RAL 3012 KG 0.6
053242,CAMP. KIMICOVER BLINDO GR 7047 KG 0.5
053243,CAMPIONE BETONFIX 300 BIANCO DA KG 1.5
053244,CAMP. KIMICOVER BLINDO IT 157.3 KG 0.5
053245,CAMP. KIMICOVER BLINDO IT 157.4 KG 0.5
053246,CAMP KIMITECH K40 NF 1013 KG0.375
053247,CAMP. KIMICOVER BLINDO 7001 KG 0.5
053248,CAMP KIMIFLOOR ECO BASE IT 95.3 KG 0.9
053249,CAMP KIMIFLOOR ECO BASE IT 148.4 KG 0.9
053250,CAMP. KIMIC.BLINDO GR 7032 OP KG 0.5
053251,CAMP. KIMIC.BLINDO 7038 KG 0.5
053252,CAMP. KIMIC.BLINDO 7004 KG 0.5
053253,CAMPIONE TECTORIA PMP/EB
053254,CAMPIONE KIMIFILL 3/6 DA KG. 2.5
053255,CAMP. KIMIC.BLINDO 7030 KG 0.5
053256,CAMP. KIMICOVER 301 NF 1024 KG 1.25
053257,CAMP. KIMICOVER 301 NF 1002 KG 1.25
053258,CAMP. KIMICOVER 301 NF 1032 KG 1.25
053260,CAMP. KIMICOVER 301 NF 9002 KG 0.375
053261,CAMP KIMITECH K40 NF 9002 KG0.375
053262,CAMPIONE TECTORIA PMP T3 KG 25
053267,CAMP. KIMIC.BLINDO 8024 KG 1
053270,CAMPIONE BETONFIX 300 T4 KG 1.5
053283,CAMP TECTORIA PMP CIVITAS* KG25
053287,"CAMPIONE KIMICOVER BLINDO 1013 DA KG 0,4"
053288,"CAMPIONE KIMICOVER BLINDO 9010 DA KG 0,4"
