sheet_name,voce_code,intro_description
Rinforzo sistemi compositi,RinStr_vc_24.b.2 - Recupero di travi in legno degradate in corrispondenza dell'appoggio sulla muratura,"E' esclusa la puntellatura della struttura, la demolizione della muratura in corrispondenza dell'appoggio del trave di legno, l'eliminazione delle parti ammalorate del trave in legno; il trattamento antitarlo ed antimuffa da eseguirsi mediante applicazione di resina sintetica monocomponente applicata a pennello o spruzzo su tutte le parti in legno; la rimozione di polvere, sostanze grasse e di tutti i materiali che possano pregiudicare un perfetto ancoraggio della resina; la casseratura in legno a perdere"
Rinforzo sistemi compositi,RinStr_vc_12.a.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,
Rinforzo sistemi compositi,RinStr_vc_12.a.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 200 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,
Rinforzo sistemi compositi,RinStr_vc_12.b.1 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_SINGOLA FACCIA,
Rinforzo sistemi compositi,RinStr_vc_12.b.2 - Rinforzo strutturale con sistemi FRCM costituiti da rete in fibra di basalto da 400 g/mq e malta a base di calce idraulica naturale_DOPPIA FACCIA,
Rinforzo sistemi compositi,RinStr_vc_1.a - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale"
Rinforzo sistemi compositi,RinStr_vc_22.a - Rinforzo strutturale di travi in legno mediante inserimento di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale"
Rinforzo sistemi compositi,RinStr_vc_1.b - Rinforzo strutturale previo incollaggio di lamine in fibra di carbonio alto modulo,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale"
Rinforzo sistemi compositi,RinStr_vc_22.b - Rinforzo strutturale di travi in legno mediante inserimento di lamine in fibra di carbonio,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale"
Rinforzo sistemi compositi,RinStr_vc_4 - Consolidamento di volte in camorcanna mediante nastri in fibra di vetro,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto e l'intonaco finale"
Rinforzo sistemi compositi,RinStr_vc_4.a - Regolarizzazione supporto,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.a.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.a.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.b.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.b.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.c.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.c.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.d.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.d.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.e.1 - Rinforzo previo incollaggio ed impregnazione di tessuti in fibra di vetro,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.e.2 - Rinforzo previo incollaggio ed impregnazione di tessuti in fibra di vetro STRATI SUCCESSIVI,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_3.f - Regolarizzazione supporto,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia del supporto"
Rinforzo sistemi compositi,RinStr_vc_14.a.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.a.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.b.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta di pura calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.b.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta di pura calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.d.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.d.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.e.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta di pura calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.e.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta di pura calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.a.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.a.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.a.3 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.a.4 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.b.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.b.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.b.3 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.b.4 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.d.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.d.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.d.3 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.d.4 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.e.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.e.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.e.3 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.e.4 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.a.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.a.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.b.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.b.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.d.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.d.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.e.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.e.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.g.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.g.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.h.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.h.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_16.a - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale con stilatura armata su faccia a vista,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_16.b - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale con stilatura armata su faccia a vista,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.a - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale con stilatura armata su faccia a vista,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.b - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale con stilatura armata su faccia a vista,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.c.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta cementizia_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.c.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta cementizia_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.f.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta cementizia_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_14.f.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta cementizia_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.c.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.c.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.c.3 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.c.4 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.f.1 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.f.2 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.f.3 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_15.f.4 - Rinforzo strutturale con sistemi CRM costituiti da rete in fibra di vetro A.R. e malta a base di calce idraulica naturale_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.c.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta cementizia_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.c.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta cementizia_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.f.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta cementizia_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.f.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta cementizia_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.i.1 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta cementizia_SINGOLA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_17.i.2 - Rinforzo strutturale con sistemi CRM costituiti da rete rigida in fibra di vetro A.R. e malta cementizia_DOPPIA FACCIA,E' compreso quanto occorre per dare il lavoro finito. Sono esclusi: preparazione e pulizia del supporto
Rinforzo sistemi compositi,RinStr_vc_9 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in acciaio galvanizzato su strutture in c.a.,"Compreso quanto occorre per dare il lavoro finito, esclusi la pulizia e regolarizzazione del supporto del supporto e l'intonaco finale"
Rinforzo sistemi compositi,RinStr_vc_9.a - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in acciaio galvanizzato PRIMER,
Rinforzo sistemi compositi,RinStr_vc_9.b - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in acciaio galvanizzato SOVRAPPREZZO ANCORAGGIO,E' compreso quanto occorre per dare il lavoro finito.
Rinforzo sistemi compositi,RinStr_vc_11.a.1 - Connessioni murarie con fiocchi in acciaio galvanizzato_PASSANTE,E' compreso quanto occorre per dare il lavoro finito.
Rinforzo sistemi compositi,RinStr_vc_11.a.2 - Connessioni murarie con fiocchi in acciaio galvanizzato_NON PASSANTE,E' compreso quanto occorre per dare il lavoro finito.
Rinforzo sistemi compositi,RinStr_vc_25.a - Solidarizzazione estradossale di coperture in basso spessore,
Rinforzo sistemi compositi,RinStr_vc_25.b - Solidarizzazione estradossale di coperture in basso spessore,
